imdb_id,calibrated_probability,expected_cost_greenlight,expected_cost_pass,expected_cost_refer,recommended_action,rationale,true_label,genre
tt2170439,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt0455944,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Thriller
tt0151738,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Romance
tt0181865,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Thriller
tt0120647,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
tt3659388,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt0117918,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt0103772,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Thriller
tt0258000,0.6666666865348816,16666665.67325592,66666668.65348816,5000.0,Refer,"Recommended Refer to human reader: at probability 0.667, expected losses from Greenlight ($16.7M) and Pass ($66.7M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Crime
tt1038686,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Horror
tt1282140,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt0842926,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt0229260,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Mystery
tt2562232,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt1454468,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Science Fiction
tt0074285,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Horror
tt0094631,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Science Fiction
tt1457767,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Horror
tt1201167,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Comedy
tt7286456,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Crime
tt0084787,0.7124999761581421,14375001.192092896,71249997.61581421,5000.0,Refer,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Horror
tt1723811,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt0118655,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Science Fiction
tt0102926,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Crime
tt0281358,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Drama
tt1182345,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Science Fiction
tt1605783,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Fantasy
tt3623726,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Comedy
tt0118564,0.375,31250000.0,37500000.0,5000.0,Refer,"Recommended Refer to human reader: at probability 0.375, expected losses from Greenlight ($31.2M) and Pass ($37.5M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Drama
tt0438488,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",0,Action
tt0451279,0.5600000023841858,21999999.88079071,56000000.23841858,5000.0,Refer,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.",1,Action
